"","num_buildings","year_built","property_type_primary_epa","floor_area_total_SF","h2o_use_allsources_KGAL","SALE_PR","SALE_TY","MV","TX_LND","TX_BLDG","XMPT_LND","XMPT_BLDG","CAT_CD","ZONE","FRT","DPT","TOT_AREA","TOP","GRG_TYP","GRG_SP","OFF_ST","VIEW_","STORIES","EXT_COND","NO_RM","NO_BD","NO_BATH","BASMT_SQFT","FIRE","INT_COND","TOT_LIV_AREA","building_value","value_per_SF","electricity_use_KBTU","energy_star_score","site_eui_KBTUSF","source_eui_KBTUSF","total_ghg_emissions_MTCO2e","total_site_energy_KBTU","log_total_site_energy_KBTU"
"13",1,1984,"Office",759072,13119.7,10,"3",82804000,0,0,7643200,75160800,4,"CMX5",12820,22100,2995700,"F","0",0,0,"I",320,3,0,0,0,0,0,3,747200,75160800,99.0166940685469,39128133.6,85,71.7,183,5339.4,54425462.4,17.8123426611443
"14",1,1958,"Office",564078,8772.7,8.5e+07,"3",71367600,11824500,59543100,0,0,4,"CMX5",37600,13600,3941500,"F","0",0,0,"I",200,4,0,0,0,0,0,4,523500,59543100,105.558273855743,30464659.6,72,72.9,192.3,4201,41121286.2,17.5320364578049
"15",1,2006,"Office",779497,16444.8,1,"4",29849800,376500,0,7728000,25146400,4,"CMX4",0,0,0,"F","0",0,0,"I",20,0,0,30,0,0,0,0,1230,25146400,32.2597777797734,64432583.3,82,82.7,259.5,7389.1,64464401.9,17.9816237208813
"16",1,1983,"Office",1111787,11131.1,1,"4",95461700,9929400,85532300,0,0,4,"CMX5",8358,39600,3309800,"A","0",0,0,"I",240,3,0,0,0,0,0,3,735990,85532300,76.9322720988823,53282474.4,91,60.8,164,6869.6,67596649.6,18.0290689776548
"17",1,1988,"Office",808040,17096,1,"4",114267700,11404800,102862900,0,0,4,"CMX4",13200,28800,3801600,"F","0",0,0,"I",340,3,0,0,0,0,0,3,803012,102862900,127.299267363002,60816306.9,86,75.3,236.3,6974.4,60845412,17.9238469760342
"18",1,1985,"Office",52306,1231.3,2e+06,"F",8922700,806385,532020,4569515,3014780,4,"RM4",21450,20050,4300725,"F","0",0,20,"I",0,4,0,0,0,0,0,4,51876,3546800,67.8086643979658,2907478.5,NA,63.1,182.5,354.4,3300508.6,15.0095871357734
"19",1,2005,"Office",176234,621.3,265000,"C",1.1e+07,0,0,265000,10735000,4,"CMX3",18700,25600,19230300,"F","0",0,0,"I",70,0,0,0,0,0,0,0,77000,10735000,60.9133311392807,3943732.9,90,50.3,157.1,454,8864570.2,15.9975730135176
"20",1,1927,"Office",535382,9530.4,1,"4",16104700,8009903,11501500,0,0,4,"CA2",7596,21925,2995700,"F","0",0,0,"I",50,4,0,0,0,0,0,4,112584,11501500,21.4827917262814,24553311.6,79,73.3,177.1,3700.3,39243500.6,17.4852963986723
"21",1,2002,"Retail Store",268266,1300,10948000,"B",12658600,2597100,10061500,0,0,4,"CA2",30554,42500,12985535,"F","0",0,0,"I",10,3,0,0,0,0,0,3,126586,10061500,37.505684656274,8092376.9,75,72.8,201.7,1020.6,19529764.8,16.7874502597696
"22",1,2003,"Retail Store",446882,951,2e+06,"M",3793000,1434400,2680000,0,0,5,"I1",41000,40000,6656200,"F","0",0,0,"I",40,4,0,0,0,0,0,4,386880,2680000,5.99710885647665,6989441.1,87,61,163.8,904.3,27259802,17.1209237208167
"23",1,2005,"Retail Store",367782,4268,9259772,"M",13699200,6136800,7562400,0,0,4,"I2",74557,51658,40911800,"F","0",0,0,"I",10,4,0,0,0,0,0,4,136992,7562400,20.5621808571382,7785068.3,82,66.8,189,965.3,24567837.6,17.0169487308563
"24",1,2007,"Retail Store",449031,2532,1,"K",32134800,21422900,0,0,10711900,4,"CMX3",40049,27590,53557300,"F","0",0,0,"I",10,2,0,0,0,0,0,2,154000,10711900,23.8555912620732,10150802.4,75,79,215.4,1297.3,35473449,17.3842950591244
"25",1,1985,"Mixed Use Property",1834559,20802.7,1,"Z",165250000,0,0,19750000,145500000,4,"CMX5",38188,66379,25348812,"F","0",0,0,"I",10,4,0,0,0,0,0,4,1011079,145500000,79.3106136134079,56508223.6,87,63.6,135.5,9249.8,116677952.4,18.5749281539583
"27",1,1925,"Office",350577,4175.7,2.2e+07,"M",29591500,3971500,25620000,0,0,4,"CMX4",13166,28452,3177200,"F","0",42,42,"I",90,4,0,0,0,0,0,4,361485,25620000,73.0795231860618,16682175.6,85,64.8,171.6,2184.8,22717389.6,16.9386412508502
"28",1,1990,"Office",1377698,18111.8,20700000,"M",23437500,23437500,0,0,0,6,"CMX4",29600,28525,7769100,"F","0",0,0,"I",0,0,0,0,0,0,0,0,0,0,0,75568157.1,83,77.3,213.1,9902.3,106496055.4,18.4836185039302
"29",1,2002,"Supermarket/Grocery Store",50256,979,1,"4",5681000,0,212850,470260,4557200,4,"CMX3",12300,51839,5599464,"F","0",0,0,"I",0,4,0,0,0,0,0,4,74865,4770050,94.915035020694,8668957.1,66,239.2,611.7,1172.3,12021235.2,16.3021852438549
"30",1,1980,"Supermarket/Grocery Store",49210,777,3,"L",8251000,4476900,3774100,0,0,4,"CA1",27925,52342,17907605,"F","0",0,0,"I",10,4,0,0,0,0,0,4,53915,3774100,76.6937614306035,9049173.3,33,227,622.7,1116.5,11170670,16.2288021513414
"31",1,1981,"Supermarket/Grocery Store",51487,469,6e+05,"J",475100,467400,7700,0,0,4,"CA2",12800,12500,1641600,"F","0",0,0,"I",10,4,0,0,0,0,0,4,1866,7700,0.149552314176394,8971468.4,49,243.5,619.8,1218.2,12537084.5,16.3442015701249
"32",1,1997,"Supermarket/Grocery Store",72048,655,1,"4",9761000,7187400,2573600,0,0,4,"I2",62903,63136,34397600,"F","0",0,0,"I",10,4,0,0,0,0,0,4,72048,2573600,35.7206306906507,11123662.5,68,221.6,555.3,1532.7,15965836.8,16.5859617974145
"33",1,1980,"Supermarket/Grocery Store",52380,744,1,"4",6514600,2290700,4223900,0,0,4,"CA2",43992,11799,15289500,"F","0",0,0,"I",10,4,0,0,0,0,0,4,52380,4223900,80.6395570828561,8803795.9,69,235.7,598.8,1197.7,12345966,16.3288399280038
"34",1,2003,"Supermarket/Grocery Store",49514,1091,2,"4",5066400,3088000,1978400,0,0,4,"CA2",40000,38600,15440000,"F","0",0,0,"I",10,3,0,0,0,0,0,3,50664,1978400,39.9563759744719,8232736.3,48,259.3,619.8,1188.7,12838980.2,16.3679964293958
"35",1,1971,"Office",897201,15.8,1,"4",78773000,33057600,45715400,0,0,4,"CMX5",28400,38800,11019200,"F","0",36,0,"I",290,4,0,0,0,0,0,4,823339,45715400,50.9533538192668,66829786.3,72,79.5,244.2,7821.6,71327479.5,18.0827922178665
"36",1,1951,"Office",70644,0.2,1,"Z",2649000,49631,0,137469,2461900,4,"I2",30700,31950,13101900,"F","0",0,0,"I",0,3,0,0,0,0,0,3,69159,2461900,34.8493856520016,5343437.7,32,75.6,237.5,612.8,5340686.4,15.4908647420017
"37",1,1951,"Mixed Use Property",22230,0.2,4,"C",2154900,0,0,492700,1662200,4,"I2",48350,148559,71828470,"F","0",0,0,"I",0,4,0,0,0,0,0,4,22012,1662200,74.7728295096716,1050083.9,NA,106.3,210.3,190.1,2363049,14.6754632923061
"38",1,1973,"Office",567710,3360.8,1,"Z",6.7e+07,0,0,10875000,56125000,4,"CMX4",30000,29000,8700000,"F","0",0,0,"I",10,4,0,0,0,0,0,4,5e+05,56125000,98.8620950837576,19519506.1,91,47.6,122.7,2622.3,27022996,17.1121987651785
"39",1,1973,"Office",405240,2187.2,1,"C",28500000,0,0,9499900,19000100,4,"CMX5",17575,47760,8393820,"F","0",0,0,"I",100,0,0,0,0,0,0,0,503712,19000100,46.8860428388116,9845943.6,95,39.1,95.3,1503.3,15844884,16.5783572301589
"40",9,1974,"Other - Specialty Hospital",6800000,144456.9,4,"3",1357300,0,0,131220,1875300,4,"RMX3",37564,30700,43264300,"F","0",0,0,"I",0,4,0,0,0,0,0,4,315000,1875300,0.275779411764706,516650499.2,NA,156.4,323,88331.3,1063520000,20.7848499982575
"41",1,1909,"K-12 School",62000,891.8,4,"C",3035200,0,0,468000,2567200,4,"RSA5",26000,18000,4680000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,60462,2567200,41.4064516129032,815365.3,85,15.4,43.7,100.9,954800,13.7692571734468
"42",1,1952,"K-12 School",59000,414.4,4,"C",3506400,0,0,848500,2657900,4,"RSA5",23220,29180,8484600,"F","0",0,0,"I",0,4,0,0,0,0,0,4,69849,2657900,45.0491525423729,538589,64,81.2,101.5,374.9,4790800,15.3822079700555
"43",1,1968,"K-12 School",101115,982.7,1,"Z",7493800,0,0,2017900,5475900,4,"RM1",39567,51000,20179170,"F","0",0,80,"I",0,4,0,0,0,0,0,4,149278,5475900,54.1551698561044,1984614,87,47.3,90.6,376,4782739.5,15.3805240574535
"44",1,1905,"K-12 School",82000,1049.1,1,"Z",4367400,0,0,1714900,2652500,4,"RM1",46600,36800,17148800,"F","0",0,0,"I",0,4,0,0,0,0,0,4,87000,2652500,32.3475609756098,1805688.7,56,46,94.4,311.7,3772000,15.1431159227355
"45",1,1915,"K-12 School",55128,229.3,440000,"B",1251100,0,0,142400,1108700,4,"RSA3",14700,10433,1423600,"F","0",0,0,"I",30,3,0,0,0,0,0,4,14315,1108700,20.1113771586127,1210803.8,95,40.7,88.7,193.8,2243709.6,14.6236411254856
"46",1,1940,"K-12 School",109651,2467.7,1,"Z",5442800,0,0,875000,4567800,4,"RSA5",17500,50000,8750000,"F","0",0,30,"I",0,4,0,0,0,0,0,4,108423,4567800,41.6576228214973,2377434.9,22,92.6,142.5,685.4,10153682.6,16.1333470153836
"47",1,1952,"K-12 School",67000,1957.5,1,"Z",3346300,0,0,1262700,2083600,4,"RM1",20700,61000,12627000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,66660,2083600,31.0985074626866,782038.2,84,58.9,84.5,317,3946300,15.1882889890306
"48",1,1966,"K-12 School",72000,564.3,1,"C",1895500,0,0,170590,1724910,4,"RM1",21000,44800,9408000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,35910,1724910,23.9570833333333,1226277.6,24,48.6,86.7,261.4,3499200,15.0680449289046
"49",1,1937,"K-12 School",94000,1487.1,1,"Z",3856600,0,0,666000,3190600,4,"RM1",17783,37450,6659733,"F","0",0,0,"I",0,4,0,0,0,0,0,4,76825,3190600,33.9425531914894,941852.2,58,67.2,91.6,393.7,6316800,15.6587233087812
"50",1,1924,"K-12 School",118000,655.5,1,"Z",17291000,0,0,1757100,15533900,4,"RSA5",44371,26400,11713944,"F","0",0,0,"I",30,0,0,0,0,0,0,0,152478,15533900,131.643220338983,2063601.1,74,78.7,116.9,764.7,9286600,16.0440830588712
"51",1,1928,"K-12 School",144000,4372.5,4,"C",21779800,0,0,1763000,20016800,4,"RSA5",34400,20500,7052000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,132400,20016800,139.005555555556,2085669.6,45,82,116.3,755.4,11808000,16.2842878258224
"52",1,1917,"K-12 School",140000,1456.2,1,"Z",19303600,0,0,1050000,18253600,4,"RM1",14000,50000,7e+06,"F","0",0,0,"I",50,4,0,0,0,0,0,4,170226,18253600,130.382857142857,4562683.4,12,74.6,144.8,956.9,10444000,16.1615382088012
"53",1,1926,"K-12 School",108393,1011,1,"Z",11882900,0,0,866300,11016600,4,"RM1",15400,37500,5775000,"F","0",0,0,"I",50,4,0,0,0,0,0,4,126280,11016600,101.635714483408,1581397.5,39,105,137.4,890.3,11381265,16.2474791404144
"54",1,2002,"K-12 School",131500,1722,4,"2",7e+06,0,0,970000,6030000,4,"I2",20000,42000,8400000,"F","0",0,0,"I",0,3,0,0,0,0,0,3,14666,6030000,45.8555133079848,4624955.8,37,66.7,143.5,750.6,8771050,15.9869670835215
"55",1,1926,"K-12 School",55600,390.1,1,"Z",3444500,0,0,668300,2776200,4,"RSA5",22000,20250,4455000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,30375,2776200,49.931654676259,653631.4,85,86.5,112.5,378.7,4809400,15.3860828941765
"56",1,1932,"K-12 School",53200,1782.8,1,"C",9558600,0,0,2e+06,7558600,4,"RM1",35340,12600,4452800,"F","0",0,0,"I",30,4,0,0,0,0,0,4,41580,7558600,142.078947368421,916447.5,44,84,121.6,366.9,4468800,15.312630474173
"57",6,1925,"K-12 School",408325,1868.8,1,"Z",17931000,0,0,350000,16728100,4,"RM1",74426,27000,10582315,"F","0",0,0,"I",0,2,0,0,0,0,0,2,154000,16728100,40.9676115839099,11568761.3,72,79.7,162.1,2017.5,32543502.5,17.2980882907175
"58",1,1974,"Mixed Use Property",82452,7353.3,1,"F",6188800,430040,3592680,231560,1934520,4,"CMX3",35000,25200,6616400,"F","0",45,0,"I",20,2,0,0,0,0,0,2,83693,5527200,67.0353660311454,9947348.2,NA,123.9,382.2,1154.9,10215802.8,16.1394463734542
"59",1,1902,"Office",1706638,26564.6,1,"Z",122863500,35925000,86938500,0,0,4,"CMX5",25000,47900,3113500,"F","0",0,0,"I",30,4,0,0,0,0,0,4,386280,86938500,50.9413829997926,64326538.4,86,56.8,157.9,8335.2,96937038.4,18.3895722370586
"60",1,1929,"Office",710000,11121,1165000,"L",792100,6790,0,0,0,5,"I2",29000,6800,0,"F","0",40,0,"I",10,3,0,0,0,0,0,3,1100,0,0,35145476.6,89,56.4,162.7,4290.4,40044000,17.5054894075215
"61",1,1964,"Office",543134,4725.6,1700000,"4",16228600,5270268,11422600,0,0,4,"CMX4",22500,11400,3740000,"A","0",0,0,"I",50,4,0,0,0,0,0,4,13356,11422600,21.0309058169807,25972925.3,82,75.2,183.1,8810.4,40843676.8,17.5252625765913
"62",1,1974,"Office",2261321.5,31251.4,183500000,"M",2.47e+08,32166300,214833700,0,0,4,"CMX5",37600,28600,10722100,"A","0",50,0,"I",430,4,0,0,0,0,0,4,2215704,214833700,95.0036074039008,132069580.6,66,83.1,224.5,17715.4,187915816.65,19.0515046367325
"63",1,1990,"Office",1503469,20516.8,1,"4",232575800,15646200,216929600,0,0,4,"CMX5",20000,27200,5215400,"F","0",0,0,"I",540,4,0,0,0,0,0,4,1450008,216929600,144.286047800121,82922552.5,77,59.7,185.5,9607.9,89757099.3,18.31261768304
"64",1,1983,"Office",921746,10727.1,106350000,"3",112788900,10529100,102259800,0,0,4,"CMX5",17600,19800,3509700,"A","0",0,0,"I",390,4,0,0,0,0,0,4,859989,102259800,110.941409021574,40260712.9,85,56.6,151.6,5219.9,52170823.6,17.7700339617246
"65",1,2008,"Office",1538959,32463.8,2e+07,"F",32134800,3537,0,7772256,23376800,4,"CMX4",18000,13540,0,"F","0",0,17,"I",0,2,0,0,0,0,0,2,1489,23376800,15.1900083108127,106777072.8,85,85.4,236.8,13841,131427098.6,18.6939628725849
"66",1,1925,"Non-Refrigerated Warehouse",63316,449.1,400567,"1",2232000,2e+05,246400,1185051,600549,5,"CMX3",6000,22000,1320000,"F","0",0,0,"I",0,4,0,0,0,0,0,4,72000,846949,13.3765398951292,1634038.2,NA,65.4,122.6,320.6,4140866.4,15.2364155992688
"67",1,1987,"Office",1335092,9392,10,"D",207713500,9862800,197850700,0,0,4,"CMX5",19658,16754,3287600,"F","0",0,0,"I",610,4,0,0,0,0,0,4,1464000,197850700,148.19255901466,78890080.3,76,59.2,185.7,9059.3,79037446.4,18.1854323031897
"68",1,1932,"Hotel",735000,22428.6,10,"4",74927200,8104800,66822400,0,0,2,"CMX5",13200,30700,4052400,"F","0",0,0,"I",340,3,0,0,0,0,0,3,631006,66822400,90.9148299319728,36962400.7,46,95.9,223.9,5834.3,70486500,18.0709317600844
"69",1,2008,"Office",199600,2988,1,"D",9574100,0,0,330600,9243500,4,"CMX3",11858,19825,23958000,"F","0",0,0,"0",30,2,0,0,0,0,0,2,95000,9243500,46.310120240481,9754546.3,28,102.1,320.1,1120.3,20379160,16.8300233680301
"71",1,1990,"Supermarket/Grocery Store",54844,965.8,1315000,"M",4810500,1078700,3731800,0,0,4,"CA2",30600,26200,13484100,"F","0",0,0,"I",10,4,0,0,0,0,0,4,50430,3731800,68.0439063525636,9330318.7,83,292.6,662.8,1426.8,16047354.4,16.5910545590626
"72",1,2008,"Supermarket/Grocery Store",68325,2335.5,1,"B",8433400,5872800,2560600,0,0,4,"CA2",94000,88500,75529100,"F","0",0,0,"I",10,2,0,0,0,0,0,2,168667,2560600,37.4767654592023,10162723.9,69,271.8,596.2,1611.9,18570735,16.7370975125133
"73",1,2000,"Non-Refrigerated Warehouse",124000,231.2,495000,"1",4255400,1137600,3117800,0,0,5,"I1",6027,44308,39226900,"F","0",0,0,"I",10,2,0,0,0,0,0,2,64025,3117800,25.1435483870968,2591100.8,42,70.8,161.7,392.7,8779200,15.9878958452868
"74",1,1978,"Retail Store",65264,376,10,"D",13213700,2901600,12604250,0,30000,2,"RM1",61346,30290,8907072,"F","0",0,0,"I",30,4,0,0,0,0,0,4,60330,12634250,193.586816621721,2834447.3,77,43.4,136.4,325.1,2832457.6,14.8566553026637
"75",1,1980,"Retail Store",70110,328,1700000,"J",62026800,1434400,9810621,2500000,62191500,4,"SPINS",48350,18000,27159700,"F","0",0,0,"I",0,4,0,0,0,0,0,4,128164,72002121,1026.98789045785,2831264,80,47.5,134.2,351.1,3330225,15.0185504272416
"76",1,1973,"Office",801840,15054.5,10,"4",87813900,393277,211449,9638723,77570451,4,"CMX5",26400,19000,5016000,"A","0",0,0,"I",200,4,0,0,0,0,0,4,693060,77781900,97.0042651900629,65055000.4,71,109,307.5,8308.3,87400560,18.2860122479279
"77",1,1970,"Hotel",349688,6977.6,2.8e+07,"J",41511300,6660300,34851000,0,0,2,"CMX4",33527,20000,6660300,"F","0",0,0,"I",80,4,0,0,0,0,0,4,291400,34851000,99.6631282743474,11370479.8,71,83.8,187.5,1762.2,29303854.4,17.1932296148235
"78",1,1998,"Office",449021,9753.6,1,"Z",74292100,0,0,14401800,59890300,4,"I2",36150,20550,96011900,"F","0",0,50,"I",0,2,0,0,0,0,0,2,721283,59890300,133.379730569394,43712640.1,49,104.2,303.9,5050.7,46787988.2,17.6611370655513
"79",1,1918,"Hospital (General Medical & Surgical)",613550,18674.4,2,"4",17931000,93381,514456,740119,16583044,4,"RSA3",45000,50000,22500000,"F","0",0,0,"I",0,0,0,0,0,0,0,0,253616,17097500,27.8665145464917,32282453.8,100,122.8,238.9,5992.1,75343940,18.1375740551177
"80",1,1887,"Office",71686,4708.4,1,"Z",14642700,0,0,6566000,8076700,4,"CMX4",19600,26800,5252800,"F","0",0,0,"I",10,4,0,0,0,0,0,4,109930,8076700,112.667745445415,1478138.8,NA,38.7,83.8,238.5,2774248.2,14.8358903495386
"81",1,1920,"Office",88717,1102.2,2e+06,"3",9578800,1796700,7782100,0,0,4,"I2",10000,17967,1796700,"F","0",0,0,"I",70,4,0,0,0,0,0,4,129654,7782100,87.718250166259,4468484.9,55,50.4,158.2,512.4,4471336.8,15.3131979822828
"82",9,1756,"Hospital (General Medical & Surgical)",873226,85039.9,1,"F",30430500,28166,222865,3732134,26447335,4,"RM4",39600,46325,18344700,"F","0",0,0,"I",0,4,0,0,0,0,0,4,383975,26670200,30.5421506001883,101764913.1,37,248.5,524.5,19306.3,216996661,19.1953925242896
"83",1,1972,"Office",601165,14656,1,"4",114033700,1590351,86155300,231560,12360000,4,"CMX4",41200,17330,13319300,"F","0",30,0,"I",120,4,0,0,0,0,0,4,986960,98515300,163.873978026,52660569.2,65,144.1,363.4,7668.9,86627876.5,18.2771322212722
"84",1,1924,"Other - Public Services",217000,8441,4,"F",3331700,0,91110,172100,3068490,4,"I2",5860,69090,4048674,"F","0",0,55,"I",0,4,0,0,0,0,0,4,166294,3159600,14.5603686635945,7832587.2,NA,178.9,263.2,2550.4,38821300,17.4744796230373
"85",1,1921,"Other - Public Services",105000,3916.1,1,"Z",3600000,2e+05,0,421000,2979000,4,"CMX2",29000,50000,14500000,"F","0",0,35,"I",10,4,0,0,0,0,0,4,106600,2979000,28.3714285714286,5017687.2,NA,241.1,353.1,1653.8,25315500,17.0469274143268
"86",1,1913,"Other - Public Services",213000,5211.7,1,"Z",1150000,0,0,256600,893400,4,"RSA5",50000,49000,24500000,"F","0",0,0,"I",10,4,0,0,0,0,0,4,220941,893400,4.1943661971831,8580600,NA,152,243.8,2247.4,32376000,17.2929279655378
"87",9,1913,"Hospital (General Medical & Surgical)",1791804,122094.9,1,"C",114150000,6031,96703,6694969,107352297,4,"SPINS",71925,37500,31694256,"F","0",0,0,"I",0,4,0,0,0,0,0,4,1588163,107449000,59.9669383481675,266653088.6,7,307.7,658.3,49459.8,551338090.8,20.1278587738631
"88",3,2005,"Mixed Use Property",1761582,123680.3,1,"4",242459400,0,0,0,145500000,4,"CMX3",49594,79828,76108500,"F","0",0,0,"I",10,4,0,0,0,0,0,4,728244,145500000,82.5962118141534,246424978.4,NA,274.8,657.1,38555.4,484082733.6,19.9977663872629
"89",1,1922,"Residence Hall/Dormitory",79412,5830.4,6e+06,"F",14935200,135672,1059144,1560228,12180156,2,"RMX3",11596,11700,1356732,"F","0",0,17,"I",80,4,0,0,0,0,0,4,68445,13239300,166.716617135949,3870948.1,NA,66.1,171.3,517.2,5249133.2,15.4735735161746
"90",1,1923,"Residence Hall/Dormitory",79233,5918.6,1e+07,"C",10210800,0,0,2081000,8129800,2,"CMX4",10325,4225,1664800,"F","0",0,17,"I",100,4,0,0,0,0,0,4,80866,8129800,102.606237300115,3599902.3,50,71.4,169.9,522,5657236.2,15.5484460270333
"91",1,1923,"College/University",75000,942.1,2566702,"C",8096900,0,0,528800,7568100,4,"CMX4",14100,15000,2115000,"F","0",0,0,"I",40,4,0,0,0,0,0,4,75320,7568100,100.908,2698330,NA,86.6,166.1,511,6495000,15.6865432080868
"92",1,1920,"Residence Hall/Dormitory",53577,4347.8,4075000,"I",9305800,0,0,1038600,8267200,2,"RM1",0,0,519300,"F","0",0,0,"I",100,4,0,0,0,0,0,4,45500,8267200,154.305018944696,2772246.2,NA,68.2,179.8,364.9,3653951.4,15.111319715339
"93",1,1916,"College/University",138123,798.5,850000,"C",44311300,0,0,1668800,42642500,4,"CMX4",8900,15000,1335000,"F","0",0,0,"I",90,4,0,0,0,0,0,4,120150,42642500,308.728452176683,5149769.1,NA,56,136.7,727.5,7734888,15.8612515622465
"94",1,1918,"College/University",77964,5720.5,1241359,"F",16132800,532361,2237042,3326439,10036958,4,"CMX5",9000,21733,1929400,"F","0",0,0,"I",0,4,0,0,0,0,0,4,43744,12274000,157.431635113642,4212021.9,NA,85.5,202.7,613.3,6665922,15.7125188366112
"95",10,1922,"Hospital (General Medical & Surgical)",1143882,59522.3,10,"C",63195700,29735,867647,2064165,60234153,4,"RM1",33376,4787,54808716,"F","0",0,0,"I",90,4,0,0,0,0,0,4,1188574,61101800,53.4161740459243,105708332.1,55,199.4,425.6,17515.1,228090070.8,19.2452511562765
"96",1,1911,"College/University",273901,6684.4,5500000,"3",32206600,59089,1036855,1665911,29444745,4,"CMX5",13800,10000,1380000,"F","0",0,0,"I",0,2,0,0,0,0,0,2,87328,30481600,111.286924837806,12713818.3,NA,98.9,208.6,2406,27088808.9,17.1146312448407
"97",1,2013,"Office",682705,3827.8,62000,"L",122500,0,0,454000,1006734,2,"I2",11783,10740,3403025,"F","0",0,0,"I",340,4,0,0,0,0,0,4,36400,1006734,1.47462520415113,10676182.1,93,73.3,180.8,1495.1,50042276.5,17.7283787361333
"98",1,1926,"K-12 School",323316,1690.2,1,"Z",33699700,0,0,2500000,31199700,4,"RSA3",48500,12160,2.5e+07,"F","0",0,0,"I",0,4,0,0,0,0,0,4,475984,31199700,96.4990906729021,2213263.1,98,61.1,76.4,1540.8,19754607.6,16.7988973183046
