building_id,building_type,property_type_primary,zip,council_district_code,neighborhood,year_built,num_buildings,num_floors,gross_floor_area_total_SF,gross_floor_area_parking_SF,gross_floor_area_building_SF,property_types_all,property_type_first,gross_floor_area_property_type_first_SF,property_type_second,property_type_third,energy_star_score,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,total_site_energy_KBTU,weather_norm_total_site_energy_KBTU,steam_use_KBTU,electricity_KWH,electricity_KBTU,natural_gas_THERMS,natural_gas_KBTU,total_ghg_emissions_MTCO2e,ghg_intensity_KGCO2e,log_total_site_energy_KBTU
24099,NonResidential,Other,98134,2,GREATER DUWAMISH,1972,1,1,31365,0,31365,Other,Other,31365,,,1,20.79999924,21.60000038,64.59999847,66.90000153,652991.6875,678829.8125,0,187982.9063,641398,115.9399872,11594,5.09,0.16,13.38931968
24100,NonResidential,Other,98134,2,GREATER DUWAMISH,1910,1,1,32100,0,32100,Other,Other,32100,,,1,23.60000038,28.20000076,45.20000076,50,758008.875,904458.125,0,92034.20313,314021,4439.880371,443988,25.77,0.8,13.53845037
24102,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1966,1,1,20520,0,20520,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,15400,Office,,15,56.90000153,62.59999847,106.5,112.5,1167887.75,1284942.5,0,134489.0938,458877,7090.110352,709011,40.85,1.99,13.97070733
24104,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1945,1,1,22972,0,22972,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22972,,,6,21.60000038,23.5,67.69999695,73.80000305,495481,539778.5,0,145217.2031,495481,0,0,3.45,0.15,13.11328429
24105,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1953,1,1,24990,0,24990,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25649,Office,,81,16.20000076,17,43.70000076,44.59999847,523614.0938,550746.6875,0,121398.7969,414213,1094.011719,109401,8.7,0.35,13.16851023
24106,NonResidential,Retail Store,98134,2,GREATER DUWAMISH,1951,1,2,24000,0,24000,"Office, Retail Store",Retail Store,22740,Office,,1,47.79999924,54.29999924,98,107,1318947.25,1497394.75,0,184901.2969,630883,6880.640137,688064,40.94,1.71,14.09234444
24108,NonResidential,Warehouse,98108,2,GREATER DUWAMISH,1963,1,1,100386,0,100386,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,50628,Other - Services,,1,36.09999847,40.5,81.59999847,86.09999847,3626431.5,4060714.75,0,614081.5,2095246,15311.85156,1531185,95.93,0.96,15.10375966
24112,NonResidential,Distribution Center,98108,2,GREATER DUWAMISH,1966,1,1,24354,0,24354,"Distribution Center, Office",Distribution Center,18470,Office,,3,30.20000076,30.20000076,72.30000305,72.30000305,735907.8125,735907.8125,0,138417.2969,472280,2636.280273,263628,17.29,0.71,13.50886014
24115,NonResidential,Distribution Center,98108,2,GREATER DUWAMISH,1959,1,1,33600,0,33600,"Distribution Center, Office",Distribution Center,24000,Office,,56,25.20000076,27.29999924,66.5,68.69999695,847419.375,918950.6875,0,188392.2031,642794,2046.25,204625,15.35,0.46,13.64995098
24117,NonResidential,Other,98108,2,GREATER DUWAMISH,1974,1,1,20819,0,20819,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,20819,,,1,81.40000153,90.90000153,169.8000031,179.6999969,1694930.375,1891759.125,0,246130.2969,839797,8551.336914,855134,51.27,2.46,14.34315222
24118,NonResidential,Warehouse,98108,2,GREATER DUWAMISH,1967,1,1,23296,0,23296,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19471,Office,,1,61.40000153,70.40000153,134.3000031,146,1429855.75,1639903.75,0,228213.5,778664,6511.909668,651191,40.01,1.72,14.17308412
24123,NonResidential,Mixed Use Property,98134,2,GREATER DUWAMISH,1954,1,1,35222,0,35222,"Non-Refrigerated Warehouse, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",Non-Refrigerated Warehouse,15000,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Retail Store,1,51.40000153,53.79999924,124,126.5,1758134.625,1840153.25,0,336365.3125,1147678,6104.560059,610456,40.42,1.15,14.37976393
24132,NonResidential,Refrigerated Warehouse,98108,2,GREATER DUWAMISH,1957,1,1,25520,0,25520,Refrigerated Warehouse,Refrigerated Warehouse,25200,,,4,63.90000153,70.5,114.8000031,121.8000031,1610794.75,1777297.75,0,168624.4063,575346,10354.4834,1035448,59,2.31,14.29223825
24134,Multifamily LR (1-4),Low-Rise Multifamily,98144,2,GREATER DUWAMISH,1983,1,4,28176,0,28176,"Multifamily Housing, Parking",Multifamily Housing,28176,Parking,,100,23,24.79999924,72.30000305,77.69999695,648634.875,697637.125,0,190104,648635,0,0,4.52,0.16,13.38262524
24136,Multifamily LR (1-4),Low-Rise Multifamily,98118,2,GREATER DUWAMISH,2001,1,3,59846,0,59846,Multifamily Housing,Multifamily Housing,59846,,,72,33.20000076,34.29999924,84.69999695,87.19999695,1986556.25,2053668.125,0,418606.0938,1428284,5582.719727,558272,39.61,0.66,14.50191317
24137,Multifamily LR (1-4),Senior Care Community,98118,2,GREATER DUWAMISH,2001,1,3,66363,0,66363,Senior Care Community,Senior Care Community,66363,,,93,32.70000076,34.5,85.80000305,91.09999847,2168701.5,2292482.75,0,479146.9063,1634849,5338.52002,533852,39.75,0.6,14.58963916
24138,Multifamily LR (1-4),Low-Rise Multifamily,98118,2,GREATER DUWAMISH,2001,1,3,121635,0,121635,Multifamily Housing,Multifamily Housing,121635,,,25,60.09999847,63.79999924,147.8000031,155.1999969,7308538,7760028,0,1444205.125,4927628,23809.0918,2380909,160.8,1.32,15.80455381
24144,Multifamily LR (1-4),Low-Rise Multifamily,98199,7,MAGNOLIA / QUEEN ANNE,1969,1,4,22207,0,22207,Multifamily Housing,Multifamily Housing,22206,,,1,28.29999924,30.10000038,65.40000153,70,628543,667342.625,0,111226.2031,379504,2490.389893,249039,15.87,0.71,13.35115972
24150,Multifamily LR (1-4),Low-Rise Multifamily,98118,2,SOUTHEAST,1953,1,2,20645,0,20645,Multifamily Housing,Multifamily Housing,20645,,,1,37.20000076,39.20000076,116.8000031,123.0999985,767642.8125,809163.3125,0,224983.2031,767643,0,0,5.35,0.26,13.55107982
24153,Multifamily LR (1-4),Low-Rise Multifamily,98111,5,NORTH,1968,1,4,20278,0,20278,Multifamily Housing,Multifamily Housing,20278,,,77,24.60000038,26.20000076,77.19999695,82.40000153,498649.3125,531963,0,146145.7031,498649,0,0,3.48,0.17,13.11965835
24156,Multifamily LR (1-4),Low-Rise Multifamily,98102,3,EAST,1925,1,3,20832,0,20832,Multifamily Housing,Multifamily Housing,20832,,,30,78.40000153,88.30000305,116.1999969,126.5999985,1633141.125,1839353.5,0,98956.10156,337638,12955.03027,1295503,71.16,3.42,14.30601579
24160,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,1993,1,3,67313,0,67313,Multifamily Housing,Multifamily Housing,67313,,,32,38,40.59999847,119.3000031,127.5999985,2557933.75,2735258.5,0,749687.375,2557933,0,0,17.83,0.26,14.75471036
24161,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,2005,1,2,25951,0,25951,Multifamily Housing,Multifamily Housing,25951,,,34,32.79999924,35.40000153,102.9000015,111,850615.8125,917668.5,0,249301.2031,850616,0,0,5.93,0.23,13.65371585
24162,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,1987,1,3,85695,0,85695,Multifamily Housing,Multifamily Housing,85695,,,72,26.29999924,27.5,82.5,86.40000153,2251887.5,2356765.5,0,659990.375,2251887,0,0,15.7,0.18,14.62727931
24163,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,1970,1,3,46986,0,46986,Multifamily Housing,Multifamily Housing,46986,,,72,30.5,32.20000076,95.80000305,101.1999969,1433398.75,1514105.25,0,420105.0938,1433399,0,0,9.99,0.21,14.17555893
24164,SPS-District K-12,K-12 School,98106,1,DELRIDGE,1970,1,1,41526,0,41526,K-12 School,K-12 School,41526,,,79,43.70000076,49,89.90000153,97.30000305,1814947,2033428.125,0,256331.9063,874604,9403.424805,940342,56.04,1.35,14.41156682
24166,Multifamily LR (1-4),Low-Rise Multifamily,98133,6,NORTHWEST,1987,1,3,41332,0,41332,"Multifamily Housing, Parking",Multifamily Housing,32676,Parking,,82,28.79999924,30.10000038,90.5,94.5,941257.3125,983370.5,0,275866.6875,941257,0,0,6.56,0.16,13.75497183
24170,NonResidential,Small- and Mid-Sized Office,98115,5,NORTH,1974,1,2,24291,0,24291,Office,Office,24291,,,88,37.90000153,37.90000153,119,119,920430.625,920430.625,0,269762.6875,920430,0,0,6.42,0.26,13.73259691
24172,NonResidential,Retail Store,98115,5,NORTH,1958,1,2,20738,0,20738,Retail Store,Retail Store,20738,,,41,25.39999962,25.39999962,79.80000305,79.80000305,526752.8125,526752.8125,0,154382.4063,526753,0,0,3.67,0.18,13.17448667
24173,Multifamily LR (1-4),Low-Rise Multifamily,98115,5,NORTH,1990,1,4,27344,0,27344,"Multifamily Housing, Parking",Multifamily Housing,21616,Parking,,27,37.29999924,39.70000076,117.0999985,124.8000031,806370.3125,858884.8125,0,236333.5938,806370,0,0,5.62,0.21,13.60029836
24178,NonResidential,Mixed Use Property,98125,5,NORTH,2000,1,4,30948,0,30948,"Office, Other",Office,11729,Other,,1,39.20000076,41.59999847,123.0999985,130.6000061,919746.3125,975936.5,0,269562.1875,919746,0,0,6.41,0.21,13.73185316
24179,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,NORTH,1991,1,4,63670,0,63670,Multifamily Housing,Multifamily Housing,63670,,,33,33,34.29999924,103.5999985,107.6999969,2100813.5,2183529,0,615713.1875,2100813,0,0,14.65,0.23,14.55783521
24180,NonResidential,Medical Office,98144,5,NORTH,1986,1,2,28385,7056,21329,Medical Office,Medical Office,20575,,,2,129,129,405.1000061,405.1000061,2654316,2654316,0,777935.375,2654315,0,0,18.5,0.65,14.79169755
24181,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,NORTH,1989,1,4,64195,0,64195,"Multifamily Housing, Parking",Multifamily Housing,48965,Parking,,72,31.29999924,32.90000153,98.30000305,103.1999969,1532390.25,1609288.625,0,449117.9063,1532390,0,0,10.68,0.17,14.24233933
24184,Multifamily LR (1-4),Low-Rise Multifamily,98115,5,NORTH,1992,1,4,22935,0,22935,"Multifamily Housing, Parking",Multifamily Housing,22935,Parking,,1,21.5,22.5,67.59999847,70.69999695,493969.6875,516389.6875,0,144774.2031,493970,0,0,3.44,0.15,13.11022943
24191,Multifamily MR (5-9),Mid-Rise Multifamily,98122,3,EAST,2014,1,6,84389,0,84389,"Multifamily Housing, Parking",Multifamily Housing,84389,Parking,,93,29.89999962,30.79999924,70.59999847,73.5,2526375,2603010,0,463477.4063,1581385,9449.899414,944990,61.21,0.73,14.74229603
24201,Multifamily LR (1-4),Low-Rise Multifamily,98122,3,EAST,1923,1,4,30920,0,30920,"Multifamily Housing, Parking",Multifamily Housing,30920,Parking,,73,37.70000076,40.5,90.59999847,99.30000305,1166069.875,1251866.875,0,220969.5,753948,4121.220215,412122,27.14,0.88,13.96914957
24202,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1978,1,1,21755,0,21755,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,17650,Office,,1,42.09999847,47.70000076,105.9000015,116.0999985,844076.8125,956406.375,0,173533.2969,592096,2519.810303,251981,17.51,0.8,13.64599878
24209,NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,1983,1,1,23143,0,23143,"Non-Refrigerated Warehouse, Office",Office,15609,Non-Refrigerated Warehouse,,75,49.29999924,57.40000153,94.09999847,102.6999969,1139980.625,1328072.5,0,137694.2031,469813,6701.679688,670168,38.87,1.68,13.94652182
24216,NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,1962,1,1,28800,0,28800,"Non-Refrigerated Warehouse, Office",Office,28800,Non-Refrigerated Warehouse,,73,58.29999924,67.5,98.19999695,107.5,2107743.75,2438706.5,0,230523.5938,786547,10288.21973,1028822,60.12,2.09,14.56112862
24218,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1952,1,1,39600,0,39600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39600,,,86,10.19999981,10.19999981,32.09999847,32.09999847,405050.4063,405050.4063,0,118713.5,405050,0,0,2.82,0.07,12.9117668
24219,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1952,1,1,39600,0,39600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39600,,,93,11.80000019,13.19999981,30.29999924,32,468396.9063,522105.3125,0,99262.29688,338683,1297.139771,129714,9.25,0.23,13.05707131
24225,NonResidential,Distribution Center,98134,2,GREATER DUWAMISH,1937,1,1,41248,0,41248,Distribution Center,Distribution Center,41430,,,33,26.79999924,28.5,74.40000153,77.69999695,1108310.875,1180859.625,0,269114.5,918219,1900.920166,190092,16.5,0.4,13.91834768
24227,NonResidential,Other,98134,2,GREATER DUWAMISH,2009,1,1,36400,0,36400,"Other, Retail Store",Other,21400,Retail Store,,1,43.09999847,45,91.40000153,94.69999695,1567746.75,1638043.5,0,235695.7031,804194,7635.529785,763553,46.16,1.27,14.26514996
24230,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,1968,1,3,35448,0,35448,"Multifamily Housing, Parking",Multifamily Housing,30932,Parking,,76,26.5,28,83.19999695,88,819803.6875,866502,0,240270.7031,819804,0,0,5.72,0.16,13.61682019
24240,NonResidential,Other,98116,1,SOUTHWEST,1920,1,1,31332,0,31332,Other,Other,31332,,,1,114,114,358.1000061,358.1000061,3573328.25,3573328.25,0,1047282.5,3573328,0,0,24.91,0.8,15.089008
24243,Multifamily LR (1-4),Low-Rise Multifamily,98136,1,SOUTHWEST,1969,1,4,23596,0,23596,Multifamily Housing,Multifamily Housing,19953,,,93,25.20000076,27,79,84.90000153,501897.6875,539303.6875,0,147097.7969,501898,0,0,3.5,0.15,13.12615157
24244,NonResidential,Worship Facility,98116,1,SOUTHWEST,1948,1,2,35864,0,35864,Worship Facility,Worship Facility,35864,,,75,34.20000076,39.20000076,63.20000076,69.80000305,1228113.5,1404208.25,0,137113.9063,467833,7602.810059,760281,43.64,1.22,14.02098981
24245,Multifamily LR (1-4),Low-Rise Multifamily,98136,1,SOUTHWEST,1996,1,4,42048,11249,30799,"Multifamily Housing, Parking",Multifamily Housing,30799,Parking,,52,29.29999924,30.79999924,91.90000153,96.59999847,901015.1875,947450.8125,0,264072.4063,901015,0,0,6.28,0.15,13.71127739
24248,Multifamily MR (5-9),Mid-Rise Multifamily,98118,2,SOUTHEAST,1967,1,6,71000,0,71000,Multifamily Housing,Multifamily Housing,71000,,,4,14.69999981,15.89999962,46.09999847,50,1041652.813,1130733.375,0,305290.9063,1041653,0,0,7.26,0.1,13.85631925
24249,Multifamily LR (1-4),Low-Rise Multifamily,98134,2,GREATER DUWAMISH,1969,1,4,32922,0,32922,Multifamily Housing,Multifamily Housing,32922,,,82,23.60000038,25.60000038,74,80.5,776237.375,844200.375,0,227502.0938,776237,0,0,5.41,0.16,13.56221365
24250,NonResidential,Worship Facility,98108,2,GREATER DUWAMISH,1954,1,1,20484,0,20484,Worship Facility,Worship Facility,20484,,,68,40.20000076,46.90000153,53.90000153,61.40000153,822636.625,961253.6875,0,33717.30078,115043,7075.929688,707593,38.38,1.87,13.62026986
24252,NonResidential,Medical Office,98105,4,NORTHEAST,1984,1,4,45264,17622,27642,Medical Office,Medical Office,21743,,,36,85.09999847,85.09999847,267.1000061,267.1000061,1849331.25,1849331.25,0,542007.875,1849331,0,0,12.89,0.28,14.43033465
24253,NonResidential,Medical Office,98105,4,NORTHEAST,1987,2,4,36932,14576,22356,Medical Office,Medical Office,27642,,,1,102.1999969,102.1999969,320.7999878,320.7999878,2824096.75,2824096.75,0,827695.3125,2824096,0,0,19.69,0.53,14.85369914
24255,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,NORTH,1980,1,4,20808,0,20808,Multifamily Housing,Multifamily Housing,20808,,,78,25.70000076,28,80.80000305,88,535649.875,583197.6875,0,156990,535650,0,0,3.73,0.18,13.19123601
24259,NonResidential,Other,98122,3,CENTRAL,1973,1,4,45082,0,45082,Other/Specialty Hospital,Other/Specialty Hospital,45082,,,1,94.5,98.19999695,232.8000031,244.1999969,4262316.5,4426520,0,844015.125,2879780,13825.37012,1382537,93.5,2.07,15.26532335
24270,NonResidential,Worship Facility,98103,6,NORTHWEST,1951,0,2,41600,0,41600,Worship Facility,Worship Facility,41600,,,56,28.70000076,33.09999847,65.5,72.80000305,1195165.25,1376059.25,0,206352.5938,704075,4910.900391,491090,30.99,0.74,13.99379502
24272,Multifamily MR (5-9),Mid-Rise Multifamily,98102,3,EAST,1981,1,7,61745,0,61745,"Multifamily Housing, Parking",Multifamily Housing,49378,Parking,,98,24.5,25.70000076,77,80.69999695,1210798.375,1268771.125,0,354864.6875,1210798,0,0,8.44,0.14,14.00679051
24274,NonResidential,Small- and Mid-Sized Office,98102,4,LAKE UNION,1960,1,2,34110,0,34110,Office,Office,34110,,,27,75.19999695,76,236,238.6999969,2563985.5,2592728,0,751461.125,2563985,0,0,17.87,0.52,14.75707344
24275,Multifamily LR (1-4),Low-Rise Multifamily,98102,4,LAKE UNION,1994,1,4,42712,0,42712,"Multifamily Housing, Parking",Multifamily Housing,42712,Parking,,101,20.39999962,21.10000038,64.09999847,66.19999695,871805.3125,900194,0,255511.5,871805,0,0,6.08,0.14,13.67832141
24276,Multifamily LR (1-4),Low-Rise Multifamily,98102,4,LAKE UNION,1999,1,3,43969,0,43969,"Multifamily Housing, Parking",Multifamily Housing,27072,Parking,,90,27.89999962,28.5,87.5,89.5,754098.5,771335.375,0,221013.5938,754098,0,0,5.26,0.12,13.53327828
24281,Multifamily MR (5-9),Mid-Rise Multifamily,98107,6,BALLARD,2007,1,8,128571,0,128571,"Financial Office, Multifamily Housing, Retail Store",Multifamily Housing,69438,Financial Office,Retail Store,1,40.70000076,42.09999847,95.90000153,97.40000153,3010890,3115747.5,0,551173.6875,1880605,11302.85059,1130285,73.14,0.57,14.91774627
24282,Multifamily LR (1-4),Low-Rise Multifamily,98116,1,SOUTHWEST,1925,1,3,21239,0,21239,Multifamily Housing,Multifamily Housing,21239,,,1,21.39999962,21.89999962,67,68.80000305,454124.3125,466055,0,132702.7969,452782,13.42159939,1342,3.23,0.15,13.02612626
24288,Multifamily MR (5-9),Mid-Rise Multifamily,98126,1,SOUTHWEST,1997,1,5,26843,0,26843,"Multifamily Housing, Parking",Multifamily Housing,21815,Parking,,101,27.89999962,30.5,59.09999847,62.79999924,607817.1875,665344.8125,0,91253.29688,311356,2964.610352,296461,17.92,0.67,13.31762944
24289,Multifamily LR (1-4),Low-Rise Multifamily,98116,1,SOUTHWEST,1969,1,4,26280,0,26280,Multifamily Housing,Multifamily Housing,24695,,,82,33.09999847,35.59999847,80.5,87.80000305,816510.875,879347.8125,0,158470.4063,540701,2758.100098,275810,18.42,0.7,13.61279551
24292,Multifamily LR (1-4),Low-Rise Multifamily,98126,1,SOUTHWEST,1980,1,4,26970,0,26970,"Multifamily Housing, Non-Refrigerated Warehouse, Parking",Multifamily Housing,26970,Parking,Non-Refrigerated Warehouse,1,24.70000076,26.20000076,77.59999847,82.19999695,676032.625,716128.125,0,198133.7969,676033,0,0,4.71,0.17,13.42399662
24306,Multifamily MR (5-9),Mid-Rise Multifamily,98122,3,EAST,2005,1,5,46225,0,46225,"Multifamily Housing, Parking",Multifamily Housing,39865,Parking,,84,41.20000076,42.79999924,90.40000153,93.5,1640591.375,1707776.25,0,263972.8125,900675,7399.160156,739916,45.58,0.99,14.31056733
24312,Multifamily LR (1-4),Low-Rise Multifamily,98122,3,EAST,1928,1,4,34040,0,34040,"Multifamily Housing, Parking",Multifamily Housing,25729,Parking,,96,39.59999847,42.59999847,86.5,94.59999847,1019487.188,1096910,0,161878.0938,552328,4671.590332,467159,28.66,0.84,13.8348103
24332,NonResidential,Warehouse,98116,2,GREATER DUWAMISH,1970,1,1,23750,0,23750,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19430,Office,,1,25,25,78.59999847,78.59999847,522972.1875,522972.1875,0,153274.4063,522972,0,0,3.65,0.15,13.16728356
24333,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1970,1,1,43390,0,43390,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,36430,Office,,88,12.30000019,12.30000019,38.59999847,38.59999847,533742.8125,533742.8125,0,156431.0938,533743,0,0,3.72,0.09,13.18766938
24344,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1959,1,1,35400,0,35400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35400,,,85,11.89999962,11.89999962,29.10000038,29.10000038,419978.6875,419978.6875,0,82651.20313,282006,1379.729736,137973,9.29,0.26,12.94795924
24348,NonResidential,Distribution Center,98104,2,GREATER DUWAMISH,1966,1,1,28144,0,28144,"Distribution Center, Office",Distribution Center,22201,Office,,13,30.39999962,30.79999924,91.69999695,92.19999695,858701,870127.125,0,237500,810350,483.5099792,48351,8.22,0.29,13.66317606
24351,NonResidential,Warehouse,98199,2,GREATER DUWAMISH,1916,1,3,71283,0,71283,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,57910,Office,,38,34.90000153,37.20000076,93.30000305,96.90000153,2491238.25,2654698.5,0,566226.1875,1931964,5592.740234,559274,43.17,0.61,14.72829043
24354,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1989,1,1,23792,0,23792,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,22992,Office,,1,119.9000015,118.0999985,376.3999939,370.8999939,2852102.75,2810298.5,0,835903.375,2852102,0,0,19.88,0.84,14.86356709
24356,NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,1979,1,2,47368,0,47368,"Office, Parking",Office,47368,Parking,,101,22,21.79999924,69.09999847,68.5,1042652.625,1033962.125,0,305584,1042653,0,0,7.27,0.15,13.85727862
24358,NonResidential,Mixed Use Property,98134,2,GREATER DUWAMISH,1931,1,1,46183,0,46183,"Food Service, Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,18871,Food Service,Retail Store,1,40.90000153,41.09999847,114.0999985,112.8000031,1890502.5,1898673.75,0,460463.6875,1571102,3194,319400,27.92,0.6,14.45235322
24359,NonResidential,Small- and Mid-Sized Office,98122,3,CENTRAL,1984,1,5,72613,22788,49825,"Office, Parking",Office,49825,Parking,,85,52.20000076,55.29999924,142.3000031,145.6000061,2602213.75,2756929.5,0,611376.5,2086017,5161.969727,516197,41.96,0.58,14.77187308
24363,Multifamily LR (1-4),Low-Rise Multifamily,98122,3,CENTRAL,1962,1,2,20931,0,20931,Multifamily Housing,Multifamily Housing,20931,,,35,68.5,76.40000153,97.40000153,107,1433504.375,1599591.25,0,74876.39844,255478,11780.25977,1178026,64.35,3.07,14.17563262
24374,NonResidential,Retail Store,98118,2,SOUTHEAST,1968,1,1,36071,0,36071,Retail Store,Retail Store,36071,,,99,42.09999847,42.09999847,81.90000153,81.90000153,1519952.125,1519952.125,0,190315.0938,649355,8705.969727,870597,50.76,1.41,14.2341894
24375,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,1989,1,3,51672,0,51672,K-12 School,K-12 School,51672,,,99,27.79999924,29.5,78.30000305,82,1436510.375,1523036,0,355663.3125,1213523,2229.87085,222987,20.3,0.39,14.17772738
24376,Nonresidential COS,Medical Office,98118,2,SOUTHEAST,1990,1,2,38352,11082,27270,"Medical Office, Office",Medical Office,19987,Office,,32,76.69999695,76.69999695,240.8999939,240.8999939,2108861.75,2108861.75,0,618071.875,2108861,0,0,14.7,0.38,14.5616589
24377,Multifamily LR (1-4),Low-Rise Multifamily,98144,2,SOUTHEAST,1966,1,2,21300,0,21300,Multifamily Housing,Multifamily Housing,21300,,,1,27.70000076,29.29999924,86.80000305,92,588969.8125,623971.625,0,172617.2031,588970,0,0,4.11,0.19,13.28613021
24381,Nonresidential COS,Mixed Use Property,98118,2,SOUTHEAST,1995,1,1,28425,0,28425,"Fitness Center/Health Club/Gym, Office, Other - Recreation",Fitness Center/Health Club/Gym,14081,Other - Recreation,Office,1,75.19999695,82,168.3999939,175.5,2133797.75,2326238,0,356185.4063,1215305,9184.930664,918493,57.25,2.01,14.57341393
24391,Multifamily LR (1-4),Low-Rise Multifamily,98133,6,NORTHWEST,1987,1,4,70094,0,70094,"Multifamily Housing, Parking",Multifamily Housing,45929,Parking,,96,30.5,31.60000038,95.69999695,99.19999695,1400053.875,1451149.5,0,410332.3125,1400054,0,0,9.76,0.14,14.15202128
24393,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,NORTH,1987,1,4,134490,0,134490,"Multifamily Housing, Parking",Multifamily Housing,93472,Parking,,81,29,30.79999924,91.09999847,96.59999847,2712983.75,2876132,0,795130,2712984,0,0,18.91,0.14,14.8135596
24397,Multifamily LR (1-4),Low-Rise Multifamily,98125,5,NORTH,1976,1,3,36172,0,36172,"Multifamily Housing, Parking",Multifamily Housing,27172,Parking,,73,26.39999962,26.39999962,82.80000305,82.80000305,716940.625,716940.625,0,210123.2031,716940,0,0,5,0.14,13.48274831
24406,NonResidential,Other,98125,5,NORTH,2009,1,3,35115,0,35115,Automobile Dealership,Automobile Dealership,35115,,,1,54.79999924,58.5,148,151.8999939,1922953.25,2053325.25,0,445866.6875,1521297,4016.560059,401656,31.94,0.91,14.46937271
24412,Multifamily LR (1-4),Low-Rise Multifamily,98103,5,NORTHWEST,1985,1,4,38100,0,38100,"Multifamily Housing, Parking",Multifamily Housing,32432,Parking,,73,32.5,33.59999847,102.0999985,105.4000015,1054581.375,1089007.875,0,309080.0938,1054581,0,0,7.35,0.19,13.86865445
24415,NonResidential,Mixed Use Property,98103,5,NORTHWEST,1972,1,1,66704,0,66704,"Distribution Center, Non-Refrigerated Warehouse, Office, Other - Education, Parking",Other - Education,23904,Distribution Center,Non-Refrigerated Warehouse,1,9,10.19999981,17.70000076,19.39999962,600516.875,677904.625,0,76995.60156,262709,3378.07959,337808,19.77,0.3,13.30554602
24418,Nonresidential COS,Warehouse,98103,5,NORTHWEST,1969,1,1,25658,0,25658,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18854,Office,,1,41.5,41.5,110,110,1063960.125,1063960.125,0,239048.4063,815633,2483.27002,248327,18.87,0.74,13.87750847
24426,Multifamily LR (1-4),Low-Rise Multifamily,98102,3,EAST,1908,1,3,23490,0,23490,Multifamily Housing,Multifamily Housing,23490,,,56,70.40000153,77.40000153,97.30000305,104.6999969,1652833.25,1818106.125,0,77109.70313,263098,13897.34961,1389735,75.64,3.22,14.31800149
24429,Multifamily MR (5-9),Mid-Rise Multifamily,98102,3,EAST,2006,1,5,131050,43315,87735,"Multifamily Housing, Parking",Multifamily Housing,66679,Parking,,59,46.90000153,48.79999924,142.5,147.1000061,3129057,3256701,0,872126,2975694,1533.630005,153363,28.89,0.22,14.95624224
24431,Multifamily LR (1-4),Low-Rise Multifamily,98102,3,EAST,1928,1,4,40800,0,40800,Multifamily Housing,Multifamily Housing,40800,,,88,56.09999847,64,79.30000305,87.59999847,2288635,2613047.75,0,116594.8984,397822,18908.12891,1890813,103.19,2.53,14.64346613
24432,Multifamily MR (5-9),Mid-Rise Multifamily,98102,3,EAST,1965,1,5,39226,0,39226,Multifamily Housing,Multifamily Housing,39226,,,77,23.20000076,25,72.90000153,78.40000153,911088.8125,979190,0,267024.8125,911089,0,0,6.35,0.16,13.72239566
